"","Tickers","Names"
"486","ASTLW","(ALGOMA STEEL GROUP INC. WARRANT)"
"487","ASTSW","(AST SPACEMOBILE INC. WARRANT)"
"488","ASUR","(Asure Software)"
"489","ASX","(ASE Technology Holding Co. Ltd.)"
"490","ASXC","(ASENSUS SURGICAL INC. COMMON STOCK)"
"491","ASYS","(AMTECH SYSTEMS INC. COMMON STOCK)"
"492","ATAI","(ATAI Life Sciences)"
"493","ATAX","(AMERICA FIRST MULTIFAMILY INVESTORS L.P. BENEFICIAL UNIT CERTIFICATES (BUCS) REPRESENTING LIMITED PARTNERSHIP INTERESTS)"
"494","ATC","(Atotech)"
"495","ATCO","(Atlas)"
"496","ATCO.I","(ATLAS CORP. SERIES I FIXED-TO-FLOATING)"
"497","ATCX","(ATLAS TECHNICAL CONSULTANTS INC. CLASS A COMMON STOCK)"
"498","ATEC","(Alphatec)"
"499","ATEN","(A10 Networks)"
"500","ATER","(ATERIAN INC. COMMON STOCK)"
"501","ATEX","(Anterix)"
"502","ATGE","(DeVry)"
"503","ATHA","(Athira Pharma)"
"504","ATHE","(ALTERITY THERAPEUTICS LIMITED AMERICAN DEPOSITARY SHARES)"
"505","ATHM","(Autohome)"
"506","ATHX","(Athersys)"
"507","ATI","(ALLEGHENY TECHNOLOGIES INCORPORATED)"
"508","ATIF","(ATIF HOLDINGS LIMITED ORDINARY SHARES)"
"509","ATKR","(Atkore Intl Group)"
"510","ATLC","(Atlanticus)"
"511","ATLO","(Ames National)"
"512","ATNF","(180 LIFE SCIENCES CORP. COMMON STOCK)"
"513","ATNFW","(180 LIFE SCIENCES CORP. WARRANT)"
"514","ATNI","(Atn International)"
"515","ATNM","(ACTINIUM PHARMACEUTICALS INC. (DELAWARE) COMMON STOCK)"
"516","ATNX","(Athenex)"
"517","ATO","(Atmos Energy Corp)"
"518","ATOM","(Atomera)"
"519","ATR","(Aptargroup)"
"520","ATRA","(Atara Biotherapeutics)"
"521","ATRC","(Atricure)"
"522","ATRI","(Atrion)"
"523","ATRO","(Astronics)"
"524","ATSG","(Air Transport Srvcs Group)"
"525","ATTO","(ATENTO S.A. ORDINARY SHARES)"
"526","ATUS","(Altice USA)"
"527","ATVC","(TRIBE CAPITAL GROWTH CORP I CLASS A COMMON STOCK)"
"528","ATVCU","(TRIBE CAPITAL GROWTH CORP I UNITS)"
"529","ATVCW","(TRIBE CAPITAL GROWTH CORP I WARRANT)"
"530","ATVI","(Activision Blizzard)"
"531","ATXI","(Avenue Therapeutics)"
"532","ATXS","(ASTRIA THERAPEUTICS INC. COMMON STOCK)"
"533","ATY","(AcuityAds Holdings Inc. Common Shares)"
"534","AU","(AngloGold Ashanti Limited)"
"535","AUB","(Atlantic Union Bankshares Corp)"
"536","AUBN","(Auburn National Bancorp)"
"537","AUD","(AUDACY COMMON STOCK)"
"538","AUDC","(AudioCodes Ltd)"
"539","AUGX","(AUGMEDIX INC. COMMON STOCK)"
"540","AUID","(IPSIDY INC. COMMON STOCK)"
"541","AUMN","(GOLDEN MINERALS COMPANY COMMON STOCK)"
"542","AUPH","(Aurinia Pharmaceuticals Inc)"
"543","AURA","(AURA BIOSCIENCES INC. COMMON STOCK)"
"544","AUROW","(AURORA INNOVATION INC. WARRANT)"
"545","AUST","(AUSTIN GOLD CORP. COMMON SHARES)"
"546","AUTL","(AUTOLUS THERAPEUTICS PLC AMERICAN DEPOSITARY SHARE)"
"547","AUTO","(AUTOWEB INC. COMMON STOCK)"
"548","AUUD","(Auddia)"
"549","AUUDW","(AUDDIA INC. WARRANTS)"
"550","AUVI","(Applied UV)"
"551","AUY","(Yamana Gold)"
"552","AVA","(Avista Corporation)"
"553","AVAH","(Aveanna Healthcare Holdings)"
"554","AVAL","(Grupo Aval Acciones y Valores S.A.)"
"555","AVAV","(Aerovironment)"
"556","AVB","(AvalonBay Communities)"
"557","AVCO","(Avalon Globocare Corp.)"
"558","AVCT","(AMERICAN VIRTUAL CLOUD TECHNOLOGIES INC. COMMON STOCK)"
"559","AVCTW","(AMERICAN VIRTUAL CLOUD TECHNOLOGIES INC. WARRANT EXPIRING 4/7/2025)"
"560","AVD","(American Vanguard)"
"561","AVDL","(AVADEL PHARMACEUTICALS PLC AMERICAN DEPOSITARY SHARES)"
"562","AVEO","(Aveo Pharmaceuticals)"
"563","AVGO","(Broadcom)"
"564","AVGOP","(BROADCOM INC. 8.00% MANDATORY CONVERTIBLE PREFERRED STOCK SERIES A)"
"565","AVGR","(Avinger)"
"566","AVHI","(ACHARI VENTURES HOLDINGS CORP. I COMMON STOCK)"
"567","AVID","(Avid Technology)"
"568","AVIR","(Atea Pharmaceuticals)"
"569","AVK","(ADVENT CONVERTIBLE AND INCOME FUND)"
"570","AVLR","(Avalara)"
"571","AVNS","(Avanos Medical)"
"572","AVNT","(Avient Corporation)"
"573","AVNW","(AVIAT NETWORKS INC. COMMON STOCK)"
"574","AVO","(Mission Produce)"
"575","AVPTW","(AVEPOINT INC. WARRANT)"
"576","AVRO","(Avrobio)"
"577","AVT","(Avnet)"
"578","AVTE","(Aerovate Therapeutics)"
"579","AVTR","(Avantor)"
"580","AVTX","(AVALO THERAPEUTICS INC. COMMON STOCK)"
"581","AVXL","(Anavex Life Sciences Corp.)"
"582","AVY","(Avery Dennison Corp)"
"583","AWF","(ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND)"
"584","AWH","(Aspira Women's Health)"
"585","AWI","(Armstrong World Industries)"
"586","AWK","(American Water Works Company Inc)"
"587","AWP","(ABERDEEN GLOBAL PREMIER PROPERTIES FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"588","AWR","(American States Water)"
"589","AWRE","(AWARE INC. COMMON STOCK)"
"590","AWX","(AVALON HOLDINGS CORPORATION COMMON STOCK)"
"591","AX","(Axos Financial)"
"592","AXGN","(Axogen)"
"593","AXH","(INDUSTRIAL HUMAN CAPITAL INC. COMMON STOCK)"
"594","AXL","(American Axle & Mfg)"
"595","AXLA","(Axcella Health)"
"596","AXNX","(Axonics Modulation Technologies)"
"597","AXP","(American Express Co)"
"598","AXR","(AMREP CORPORATION COMMON STOCK)"
"599","AXS","(AXIS Capital Holdings Limited)"
"600","AXSM","(Axsome Therapeutics)"
"601","AXTA","(Axalta Coating Systems Ltd.)"
"602","AXTI","(Axt)"
"603","AXU","(ALEXCO RESOURCE CORP COMMON SHARES (CANADA))"
"604","AY","(Atlantica Sustainable Infrastructure plc)"
"605","AYI","(ACUITY BRANDS)"
"606","AYLA","(Ayala Pharmaceuticals)"
"607","AYRO","(AYRO INC. COMMON STOCK)"
"608","AYTU","(Aytu Bioscience)"
"609","AYX","(Alteryx)"
"610","AZ","(A2Z SMART TECHNOLOGIES CORP. COMMON SHARES)"
"611","AZEK","(AZEK Company)"
"612","AZN","(ASTRAZENECA PLC AMERICAN DEPOSITARY SHARES)"
"613","AZO","(AutoZone Inc)"
"614","AZPN","(Aspen Technology)"
"615","AZRE","(Azure Power Global Limited)"
"616","AZTA","(Azenta)"
"617","AZUL","(AZUL S.A. AMERICAN DEPOSITARY SHARES (EACH REPRESENTING THREE PREFERRED SHARES))"
"618","AZYO","(Aziyo Biologics)"
"619","AZZ","(Azz)"
"620","B","(Barnes Group)"
"621","BA","(Boeing Company)"
"622","BABA","(ALIBABA GROUP HOLDING LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING EIGHT ORDINARY SHARE)"
"623","BAC","(Bank of America Corp)"
"624","BAC.E","(BANK OF AMERICA CORPORATION DEPOSITARY SH REPSTG 1/1000TH PERP PFD SER E)"
"625","BAC.L","(BANK OF AMERICA CORPORATION NON CUMULATIVE PERPETUAL CONV PFD SER L)"
"626","BAFN","(BAYFIRST FINANCIAL CORP. COMMON STOCK)"
"627","BAH","(Booz Allen Hamilton Holding Corporation)"
"628","BAK","(BRASKEM SA ADR)"
"629","BALL","(Ball Corp)"
"630","BALY","(Bally's Corporation)"
"631","BAM","(Brookfield Asset Management Inc)"
"632","BAMR","(BAM Reinsurance)"
"633","BAND","(Bandwidth)"
"634","BANF","(Bancfirst)"
"635","BANFP","(BANCFIRST CORPORATION - BFC CAPITAL TRUST II CUMULATIVE TRUST PREFERRED SECURITIES)"
"636","BANR","(Banner)"
"637","BANX","(ARROWMARK FINANCIAL CORP. COMMON STOCK)"
"638","BAOS","(Baosheng Media Group)"
"639","BAP","(Credicorp Ltd.)"
"640","BARK","(The Original BARK Company)"
"641","BASE","(Couchbase)"
"642","BATL","(BATTALION OIL CORPORATION COMMON STOCK)"
"643","BATRA","(Liberty Media Corp Series A Lbty Braves)"
"644","BATRK","(Liberty Media Corp Series C Lbty Braves)"
"645","BAX","(Baxter International)"
"646","BB","(BlackBerry Limited)"
"647","BBAI","(BIGBEAR.AI INC. COMMON STOCK)"
"648","BBAR","(BANCO BBVA ARGENTINA S.A. ADS)"
"649","BBBY","(BED BATH & BEYOND)"
"650","BBCP","(Concrete Pumping)"
"651","BBD","(Banco Bradesco S.A.)"
"652","BBDO","(BANCO BRADESCO SA AMERICAN DEPOSITARY SHARES (EACH REPRESENTING ONE COMMON SHARE))"
"653","BBGI","(BEASLEY BROADCAST GROUP INC. CLASS A COMMON STOCK)"
"654","BBI","(BRICKELL BIOTECH INC. COMMON STOCK)"
"655","BBIG","(VINCO VENTURES INC. COMMON STOCK)"
"656","BBIO","(BridgeBio Pharma)"
"657","BBLG","(BONE BIOLOGICS CORP COMMON STOCK)"
"658","BBLGW","(BONE BIOLOGICS CORP WARRANTS)"
"659","BBLN","(BABYLON HOLDINGS LIMITED CLASS A ORDINARY SHARES)"
"660","BBN","(BLACKROCK TAXABLE MUNICIPAL BOND TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"661","BBQ","(BBQ HOLDINGS INC. COMMON STOCK)"
"662","BBSI","(Barrett Business Services)"
"663","BBU","(Brookfield Business Partners)"
"664","BBUC","(BROOKFIELD BUSINESS CORPORATION CLASS A EXCHANGEABLE SUBORDINATE VOTING SHARES)"
"665","BBVA","(Banco Bilbao Vizcaya Argentaria S.A.)"
"666","BBW","(BUILD-A-BEAR WORKSHOP INC. COMMON STOCK)"
"667","BBY","(Best Buy Co.)"
"668","BC","(BRUNSWICK CORPORATION)"
"669","BCAB","(BioAtla)"
"670","BCAN","(BYND CANNASOFT ENTERPRISES INC. COMMON STOCK)"
"671","BCAT","(Blackrock Capital Allocation Trust)"
"672","BCBP","(Bcb Bancorp)"
"673","BCC","(Boise Cascade)"
"674","BCDA","(BIOCARDIA INC. COMMON STOCK)"
"675","BCDAW","(BIOCARDIA INC. WARRANT)"
"676","BCE","(BCE)"
"677","BCEL","(Atreca)"
"678","BCH","(BANCO DE CHILE BANCO DE CHILE ADS)"
"679","BCLI","(Brainstorm Cell Therapeutics i)"
"680","BCML","(Baycom Corp)"
"681","BCO","(The Brink's Company)"
"682","BCOR","(Blucora)"
"683","BCOV","(Brightcove)"
"684","BCOW","(1895 BANCORP OF WISCONSIN INC. (MD) COMMON STOCK)"
"685","BCPC","(Balchem)"
"686","BCRX","(Biocryst Pharmaceuticals)"
"687","BCS","(Barclays PLC)"
"688","BCSF","(BAIN CAPITAL SPECIALTY FINANCE INC. COMMON STOCK)"
"689","BCTX","(Briacell Therapeutics Corp. Common Shares)"
"690","BCTXW","(BRIACELL THERAPEUTICS CORP. WARRANT)"
"691","BCV","(BANCROFT FUND LTD.)"
"692","BCX","(BLACKROCK RESOURCES COMMON SHARES OF BENEFICIAL INTEREST)"
"693","BCYC","(BICYCLE THERAPEUTICS PLC AMERICAN DEPOSITARY SHARES)"
"694","BDC","(Belden)"
"695","BDJ","(BLACKROCK ENHANCED EQUITY DIVIDEND TRUST)"
"696","BDL","(FLANIGAN'S ENTERPRISES INC. COMMON STOCK)"
"697","BDN","(Brandywine Realty Trust)"
"698","BDSX","(BIODESIX INC)"
"699","BDTX","(Black Diamond Therapeutics)"
"700","BDX","(Becton Dickinson)"
"701","BDXB","(BECTON DICKINSON AND COMPANY DEPOSITARY SHARES EACH REPRESENTING A 1/20TH INTEREST IN A SHARE OF 6.00% MANDATORY CONVERTIBLE PREFERRED STOCK SERIES B)"
"702","BE","(Bloom Energy Corp)"
"703","BECN","(Beacon Roofing Supply)"
"704","BEDU","(BRIGHT SCHOLAR EDUCATION HOLDINGS LIMITED AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE CLASS A ORDINARY SHARE)"
"705","BEEM","(BEAM GLOBAL COMMON STOCK)"
"706","BEEMW","(BEAM GLOBAL WARRANT)"
"707","BEKE","(KE)"
"708","BELFA","(BEL FUSE INC. CLASS A COMMON STOCK)"
"709","BELFB","(Bel Fuse)"
"710","BEN","(Franklin Resources)"
"711","BEP","(Brookfield Renewable Partners L.P.)"
"712","BEPC","(Brookfield Renewable Corporation Class A Subordinate Voting Shares)"
"713","BERY","(Berry Global Group)"
"714","BEST","(BEST)"
"715","BF.A","(Brown-forman)"
"716","BF.B","(Brown-Forman)"
"717","BFAM","(Bright Horizons Family Solutions)"
"718","BFC","(Bank First Corp)"
"719","BFH","(Bread Financial)"
"720","BFI","(BURGERFI INTERNATIONAL INC. COMMON STOCK)"
"721","BFIIW","(BURGERFI INTERNATIONAL INC. WARRANT)"
"722","BFIN","(Bankfinancial)"
"723","BFK","(BLACKROCK MUNICIPAL INCOME TRUST)"
"724","BFLY","(Butterfly Network)"
"725","BFRI","(Biofrontera Inc. Common Stock)"
"726","BFRIW","(BIOFRONTERA INC. WARRANTS)"
"727","BFS","(Saul Centers)"
"728","BFST","(Business First Bancshares)"
"729","BFZ","(BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST)"
"730","BG","(Bunge Limited)"
"731","BGB","(BLACKSTONE STRATEGIC CREDIT FUND COMMON SHARES)"
"732","BGCP","(Bgc Partners)"
"733","BGFV","(Big 5 Sporting Goods Corp)"
"734","BGH","(BARINGS GLOBAL SHORT DURATION HIGH YIELD FUND COMMON SHARES OF BENEFICIAL INTERESTS)"
"735","BGI","(BIRKS GROUP INC. COMMON STOCK)"
"736","BGNE","(BEIGENE LTD. AMERICAN DEPOSITARY SHARES)"
"737","BGR","(BLACKROCK ENERGY AND RESOURCES TRUST)"
"738","BGRY","(Berkshire Grey)"
"739","BGRYW","(BERKSHIRE GREY INC. WARRANT)"
"740","BGS","(B&g Foods)"
"741","BGSF","(Bg Staffing)"
"742","BGT","(BLACKROCK FLOATING RATE INCOME TRUST)"
"743","BGX","(BLACKSTONE LONG SHORT CREDIT INCOME FUND COMMON SHARES)"
"744","BGXX","(BRIGHT GREEN CORPORATION COMMON STOCK)"
"745","BGY","(BLACKROCK ENHANCED INTERNATIONAL DIVIDEND TRUST)"
"746","BH","(Biglari)"
"747","BH.A","(Biglari)"
"748","BHAT","(BLUE HAT INTERACTIVE ENTERTAINMENT TECHNOLOGY ORDINARY SHARES)"
"749","BHB","(Bar Harbor Bankshares)"
"750","BHC","(Bausch Health Companies)"
"751","BHE","(Benchmark Electronics)"
"752","BHF","(BRIGHTHOUSE FINANCIAL INC. COMMON STOCK)"
"753","BHFAL","(BRIGHTHOUSE FINANCIAL INC. 6.25% JUNIOR SUBORDINATED DEBENTURES DUE 2058)"
"754","BHFAP","(BRIGHTHOUSE FINANCIAL INC. DEPOSITARY SHARES 6.6% NON-CUMULATIVE PREFERRED STOCK SERIES A)"
"755","BHG","(Bright Health Group)"
"756","BHIL","(BENSON HILL INC. COMMON STOCK)"
"757","BHK","(BLACKROCK CORE BOND TRUST BLACKROCK CORE BOND TRUST)"
"758","BHLB","(Berkshire Hills Bancorp)"
"759","BHP","(BHP GROUP LIMITED AMERICAN DEPOSITARY SHARES (EACH REPRESENTING TWO ORDINARY SHARES))"
"760","BHR","(BRAEMAR HOTELS & RESORTS INC. COMMON STOCK)"
"761","BHSE","(Bull Horn Holdings)"
"762","BHSEW","(BULL HORN HOLDINGS CORP. WARRANTS)"
"763","BHV","(BLACKROCK VIRGINIA MUNICIPAL BOND TRUST)"
"764","BHVN","(Biohaven Pharmaceutical Holding Company Ltd.)"
"765","BIDU","(Bidu)"
"766","BIG","(BIG LOTS)"
"767","BIGC","(BigCommerce)"
"768","BIGZ","(BLACKROCK INNOVATION AND GROWTH TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"769","BIIB","(Biogen)"
"770","BILI","(Bilibili)"
"771","BILL","(Bill.com Holdings)"
"772","BIMI","(BIMI INTERNATIONAL MEDICAL INC. COMMON STOCK)"
"773","BIO","(Bio-Rad Laboratories)"
"774","BIO.B","(BIO-RAD LABORATORIES INC.)"
"775","BIOC","(BIOCEPT INC. COMMON STOCK)"
"776","BIOL","(BIOLASE INC. COMMON STOCK)"
"777","BIOR","(BIORA THERAPEUTICS INC. COMMON STOCK)"
"778","BIOX","(Bioceres Crop Solutions Corp. Ordinary Shares)"
"779","BIP","(Brookfield Infrastructure Partners L.P.)"
"780","BIPC","(Brookfield Infrastructure Corporation)"
"781","BIT","(BLACKROCK MULTI-SECTOR INCOME TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"782","BITF","(Bitfarms Ltd. Common Stock)"
"783","BIVI","(BIOVIE INC. CLASS A COMMON STOCK)"
"784","BJ","(BJ's Wholesale Club Holdings)"
"785","BJRI","(Bj's Restaurants)"
"786","BK","(The Bank of New York Mellon)"
"787","BKCC","(BLACKROCK CAPITAL INVESTMENT CORPORATION COMMON STOCK)"
"788","BKD","(Brookdale Senior Living)"
"789","BKE","(Buckle)"
"790","BKEP","(BLUEKNIGHT ENERGY PARTNERS L.P. COMMON UNITS)"
"791","BKEPP","(BLUEKNIGHT ENERGY PARTNERS L.P. SERIES A PREFERRED UNITS)"
"792","BKH","(Black Hills Corporation)"
"793","BKI","(Black Knight)"
"794","BKN","(BLACKROCK INVESTMENT QUALITY MUNICIPAL TRUST INC. (THE))"
"795","BKNG","(Booking Holdings Inc)"
"796","BKR","(Baker Hughes Company)"
"797","BKSC","(BANK OF SOUTH CAROLINA CORP. COMMON STOCK)"
"798","BKSY","(BlackSky Technology)"
"799","BKT","(BLACKROCK INCOME TRUST INC. (THE))"
"800","BKTI","(BK TECHNOLOGIES CORPORATION COMMON STOCK)"
"801","BKU","(BankUnited)"
"802","BKYI","(BIO-KEY INTERNATIONAL INC. COMMON STOCK)"
"803","BL","(BlackLine)"
"804","BLBD","(Perseon Corp)"
"805","BLBX","(Blackboxstocks Inc. Common Stock)"
"806","BLCM","(BELLICUM PHARMACEUTICALS INC. COMMON STOCK)"
"807","BLCO","(BAUSCH + LOMB CORPORATION COMMON SHARES)"
"808","BLCT","(BlueCity Holdings)"
"809","BLD","(TopBuild)"
"810","BLDEW","(BLADE AIR MOBILITY INC. WARRANTS)"
"811","BLDP","(Ballard Power Systems)"
"812","BLDR","(Builders FirstSource)"
"813","BLE","(BLACKROCK MUNICIPAL INCOME TRUST II)"
"814","BLEU","(BLEUACACIA LTD CLASS A ORDINARY SHARES)"
"815","BLEUR","(BLEUACACIA LTD RIGHTS)"
"816","BLEUU","(BLEUACACIA LTD UNIT)"
"817","BLEUW","(BLEUACACIA LTD WARRANTS)"
"818","BLFS","(Biolife Solutions)"
"819","BLFY","(BLUE FOUNDRY BANCORP COMMON STOCK)"
"820","BLI","(Berkeley Lights)"
"821","BLIN","(BRIDGELINE DIGITAL INC. COMMON STOCK)"
"822","BLK","(BlackRock)"
"823","BLKB","(Blackbaud)"
"824","BLMN","(Bloomin Brands)"
"825","BLND","(Blend Labs)"
"826","BLNK","(Blink Charging Co. Common Stock)"
"827","BLNKW","(BLINK CHARGING CO. WARRANT)"
"828","BLPH","(Bellerophon Therapeutics)"
"829","BLRX","(BIOLINERX LTD. AMERICAN DEPOSITARY SHARES)"
"830","BLTE","(BELITE BIO INC AMERICAN DEPOSITARY SHARES)"
"831","BLU","(BELLUS Health)"
"832","BLUE","(bluebird bio)"
"833","BLW","(BLACKROCK LIMITED DURATION INCOME TRUST)"
"834","BLX","(Banco Latinoamericano)"
"835","BMA","(BANCO MACRO S.A. ADR (REPRESENTING TEN CLASS B COMMON SHARES))"
"836","BMBL","(Bumble)"
"837","BME","(BLACKROCK HEALTH SCIENCES TRUST)"
"838","BMEA","(Biomea Fusion)"
"839","BMEZ","(BLACKROCK HEALTH SCIENCES TRUST II COMMON SHARES OF BENEFICIAL INTEREST)"
"840","BMI","(Badger Meter)"
"841","BML.G","(BANK OF AMERICA CORPORATION BANK OF AMERICA CORPORATION DEPOSITARY SHARES (EACH REPRESENTING A 1/1200TH INTEREST IN A SHARE OF FLOATING RATE NON-CUMULATIVE PREFERRED STOCK SERIES 1))"
"842","BML.H","(BANK OF AMERICA CORPORATION BANK OF AMERICA CORPORATION DEPOSITARY SHARES (EACH REPRESENTING A 1/1200TH INTEREST IN A SHARE OF FLOATING RATE NON-CUMULATIVE PREFERRED STOCK SERIES 2))"
"843","BML.J","(BANK OF AMERICA CORPORATION BANK OF AMERICA CORPORATION DEPOSITARY SHARES (EACH REPRESENTING A 1/1200TH INTEREST IN A SHARE OF FLOATING RATE NON-CUMULATIVE PREFERRED STOCK SERIES 4))"
"844","BML.L","(BANK OF AMERICA CORPORATION BANK OF AMERICA CORPORATION DEPOSITARY SHARES (EACH REPRESENTING A 1/1200TH INTEREST IN A SHARE OF FLOATING RATE NON-CUMULATIVE PREFERRED STOCK SERIES 5))"
"845","BMO","(Bank of Montreal)"
"846","BMRA","(BIOMERICA INC. COMMON STOCK)"
"847","BMRC","(Bank Of Marin)"
"848","BMRN","(BioMarin Pharmaceutical)"
"849","BMTX","(BM TECHNOLOGIES INC. COMMON STOCK)"
"850","BMY","(Bristol-Myers Squibb)"
"851","BNED","(BARNES & NOBLE EDUCATION INC COMMON STOCK)"
"852","BNFT","(Benefitfocus)"
"853","BNGOW","(BIONANO GENOMICS INC. WARRANT)"
"854","BNL","(Broadstone Net Lease)"
"855","BNOX","(BIONOMICS LIMITED AMERICAN DEPOSITORY SHARES)"
"856","BNR","(Burning Rock Biotech)"
"857","BNRG","(BRENMILLER ENERGY LTD ORDINARY SHARES)"
"858","BNS","(Bank of Nova Scotia)"
"859","BNSO","(BONSO ELECTRONICS INTERNATIONAL INC. COMMON STOCK)"
"860","BNTC","(BENITEC BIOPHARMA INC. COMMON STOCK)"
"861","BNTX","(BioNTech SE)"
"862","BNY","(BLACKROCK NEW YORK MUNICIPAL INCOME TRUST)"
"863","BOC","(BOSTON OMAHA CORPORATION CLASS A COMMON STOCK)"
"864","BOE","(BLACKROCK ENHANCED GLOBAL DIVIDEND TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"865","BOH","(Bank of Hawaii Corporation)"
"866","BOKF","(Bok Financial)"
"867","BOLT","(Bolt Biotherapeutics)"
"868","BON","(Bon Natural Life)"
"869","BOOM","(Dmc Global)"
"870","BOOT","(Boot Barn)"
"871","BORR","(BORR DRILLING LIMITED COMMON SHARES)"
"872","BOSC","(B.O.S. BETTER ONLINE SOLUTIONS COMMON STOCK)"
"873","BOTJ","(BANK OF THE JAMES FINANCIAL GROUP INC. COMMON STOCK)"
"874","BOWL","(BOWLERO CORP. CLASS A COMMON STOCK)"
"875","BOX","(Box)"
"876","BOXD","(BOXED INC. COMMON STOCK)"
"877","BOXL","(BOXLIGHT CORPORATION CLASS A COMMON STOCK)"
"878","BP","(BP P.L.C. COMMON STOCK)"
"879","BPMC","(Blueprint Medicines Corporation)"
"880","BPOP","(Popular)"
"881","BPRN","(The Bank Of Princeton)"
"882","BPT","(BP PRUDHOE BAY ROYALTY TRUST COMMON STOCK)"
"883","BPTH","(BIO-PATH HOLDINGS INC. COMMON STOCK)"
"884","BPTS","(Biophytis)"
"885","BPYPP","(BROOKFIELD PROPERTY PARTNERS L.P. 6.50% CLASS A CUMULATIVE REDEEMABLE PERPETUAL PREFERRED UNITS)"
"886","BQ","(Boqii Holding)"
"887","BR","(Broadridge Financial Solutions)"
"888","BRAG","(BRAGG GAMING GROUP INC. COMMON SHARES)"
"889","BRBR","(Bellring Brands)"
"890","BRBS","(BLUE RIDGE BANKSHARES INC. COMMON STOCK)"
"891","BRC","(Brady)"
"892","BRCC","(BRC)"
"893","BRCN","(BURCON NUTRASCIENCE CORP. COMMON STOCK)"
"894","BRDG","(Bridge Investment)"
"895","BRDS","(BIRD GLOBAL INC. CLASS A COMMON STOCK)"
"896","BRFH","(BARFRESH FOOD GROUP INC. COMMON STOCK)"
"897","BRFS","(BRF S.A.)"
"898","BRG","(Bluerock Residential Growth)"
"899","BRID","(Bridgford Foods)"
"900","BRIV","(B. RILEY PRINCIPAL 250 MERGER CORP. CLASS A COMMON STOCK)"
"901","BRIVU","(B. RILEY PRINCIPAL 250 MERGER CORP. UNITS)"
"902","BRIVW","(B. RILEY PRINCIPAL 250 MERGER CORP. WARRANT)"
"903","BRK.A","(Berkshire Hathaway Inc.)"
"904","BRK.B","(BERKSHIRE HATHAWAY)"
"905","BRKL","(Brookline Bancorp)"
"906","BRKR","(Bruker)"
"907","BRLT","(BRILLIANT EARTH GROUP INC. CLASS A COMMON STOCK)"
"908","BRMK","(Broadmark Realty Capital)"
"909","BRN","(BARNWELL INDUSTRIES INC. COMMON STOCK)"
"910","BRO","(Brown & Brown)"
"911","BROG","(BROOGE ENERGY LIMITED ORDINARY SHARES)"
"912","BROGW","(BROOGE HOLDINGS LIMITED WARRANT EXPIRING 12/20/2024)"
"913","BROS","(Dutch Bros Inc.)"
"914","BRP","(Brp Group)"
"915","BRPM","(B. RILEY PRINCIPAL 150 MERGER CORP. CLASS A COMMON STOCK)"
"916","BRPMU","(B. RILEY PRINCIPAL 150 MERGER CORP. UNIT)"
"917","BRPMW","(B. RILEY PRINCIPAL 150 MERGER CORP. WARRANT)"
"918","BRQS","(Borqs Technologies)"
"919","BRSP","(BRIGHTSPIRE CAPITAL INC. CLASS A COMMON STOCK)"
"920","BRT","(Brt Apartments Corp)"
"921","BRTX","(BIORESTORATIVE THERAPIES INC. COMMON STOCK)"
"922","BRW","(SABA CAPITAL INCOME & OPPORTUNITIES FUND SBI)"
"923","BRX","(Brixmor Property Group)"
"924","BRY","(Berry Corp)"
"925","BRZE","(Braze)"
"926","BSAC","(Banco Santander-Chile)"
"927","BSBK","(Bogota Financial Corp)"
"928","BSBR","(Banco Santander (Brasil) S.A.)"
"929","BSET","(BASSETT FURNITURE INDUSTRIES INCORPORATED COMMON STOCK)"
"930","BSFC","(BLUE STAR FOODS CORP. COMMON STOCK)"
"931","BSGM","(Biosig Technologies)"
"932","BSIG","(Brightsphere Investment Group)"
"933","BSKY","(BIG SKY GROWTH PARTNERS INC. CLASS A COMMON STOCK)"
"934","BSKYU","(BIG SKY GROWTH PARTNERS INC. UNIT)"
"935","BSKYW","(BIG SKY GROWTH PARTNERS INC. WARRANT)"
"936","BSL","(BLACKSTONE SENIOR FLOATING RATE TERM FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"937","BSMX","(Banco Santander Mexico S.A. Institucion de Banca Multiple Grupo Financiero Santander Mexico)"
"938","BSQR","(BSQUARE CORPORATION COMMON STOCK)"
"939","BSRR","(Sierra)"
"940","BST","(BLACKROCK SCIENCE AND TECHNOLOGY TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"941","BSTZ","(BLACKROCK SCIENCE AND TECHNOLOGY TRUST II COMMON SHARES OF BENEFICIAL INTEREST)"
"942","BSVN","(Bank7 Corp.)"
"943","BSX","(Boston Scientific)"
"944","BSY","(BENTLEY SYSTEMS INC)"
"945","BTA","(BLACKROCK LONG-TERM MUNICIPAL ADVANTAGE TRUST BLACKROCK LONG-TERM MUNICIPAL ADVANTAGE TRUST COMMON SHARES OF BENEFICIAL INTEREST)"
"946","BTAI","(Bioxcel Therapeutics)"
"947","BTB","(Bit Brother Limited Ordinary Shares)"
